1522654652.033653000, 0, 2.73168, 9.19753, -1.53792
1522654652.033653000, 1, 5.35717, 9.08561, -1.5229
1522654652.033653000, 2, 7.89422, 9.10572, -1.56686
1522654652.133749000, 1, 4.74814, 9.27318, -1.39579
1522654652.233832000, 1, 4.24315, 8.9809, -1.55857
1522654652.233832000, 2, 9.28151, 8.51599, -1.64302
1522654652.233832000, 2, 11.8594, 8.58844, -1.51773
1522654652.333913000, 0, 1.08181, 9.10893, -1.44966
1522654652.333913000, 1, 3.6193, 9.13167, -1.47369
1522654652.333913000, 2, 8.66479, 8.47363, -1.59568
1522654652.333913000, 2, 6.15044, 9.11748, -1.46827
1522654652.333913000, 0, 11.2591, 8.66026, -1.4295
1522654652.434017000, 0, 0.534864, 9.03145, -1.46913
1522654652.434017000, 1, 2.88147, 9.30551, -1.40926
1522654652.434017000, 1, 5.56232, 8.9644, -1.58108
1522654652.434017000, 2, 8.10032, 8.50756, -1.58495
1522654652.434017000, 0, 10.72, 8.62554, -1.41058
1522654652.534100000, 2, 2.1176, 9.57694, -1.21687
1522654652.534100000, 1, 7.42053, 8.76851, -1.39393
1522654652.534100000, 0, 9.98894, 8.92094, -1.22875
1522654652.534100000, 1, 4.83638, 9.30303, -1.33969
1522654652.634179000, 0, -0.597248, 9.06806, -1.35156
1522654652.634179000, 1, 1.78774, 9.30938, -1.37337
1522654652.634179000, 2, 6.94715, 8.63741, -1.47651
1522654652.634179000, 2, 4.37859, 9.11097, -1.47656
1522654652.634179000, 1, 9.53134, 8.73753, -1.37472
1522654652.734265000, 2, 6.36007, 8.5822, -1.49095
1522654652.734265000, 2, 8.96772, 8.66966, -1.40848
1522654652.734265000, 1, 3.95531, 19.1612, -1.36904
1522654652.834361000, 1, 0.0455001, 9.29541, -1.37718
1522654652.834361000, 2, -2.08568, 8.8364, -1.31691
1522654652.934450000, 1, -0.556482, 9.34691, -1.32757
1522654652.934450000, 1, 4.64899, 8.66901, -1.45992
1522654652.934450000, 2, -2.62037, 8.91642, -1.27866
1522654652.934450000, 1, 1.98772, 9.21047, -1.46042
1522654652.934450000, 2, 7.19201, 8.80595, -1.35509
1522654653.034640000, 2, 4.05424, 8.6713, -1.49446
1522654653.034640000, 1, -1.06219, 9.3031, -1.36421
1522654653.034640000, 1, 1.44617, 9.20854, -1.48594
1522654653.034640000, 2, 6.63614, 8.75454, -1.4034
1522654653.034640000, 2, -2.95667, 8.65971, -1.33424
1522654653.134634000, 2, 3.49272, 8.69405, -1.48173
1522654653.134634000, 0, -1.49297, 9.26133, -1.34972
1522654653.134634000, 1, 0.836781, 9.23143, -1.48455
1522654653.134634000, 2, -3.46123, 8.34285, -1.44562
1522654653.134634000, 2, 8.25282, 9.20466, -1.39833
1522654653.234709000, 2, 2.92428, 8.68978, -1.51498
1522654653.234709000, 1, 0.195732, 9.39803, -1.43412
1522654653.234709000, 0, -2.04689, 9.20721, -1.35893
1522654653.234709000, 2, 5.59603, 8.50036, -1.53467
1522654653.234709000, 2, -3.98389, 8.76105, -1.30168
1522654653.334807000, 2, 2.26562, 8.8339, -1.47151
1522654653.334807000, 1, -0.37171, 9.41967, -1.42704
1522654653.334807000, 2, 5.01816, 8.62382, -1.46296
1522654653.334807000, 0, -2.51505, 9.1437, -1.36283
1522654653.334807000, 2, 7.20922, 8.80847, -1.59195
1522654653.434882000, 2, 1.71284, 8.81764, -1.44966
1522654653.434882000, 2, 4.28353, 8.9495, -1.33936
1522654653.434882000, 1, -0.879506, 9.39557, -1.39476
1522654653.434882000, 0, -2.89803, 8.96204, -1.38554
1522654653.434882000, 2, 6.66582, 8.82381, -1.57133
1522654653.534987000, 1, 1.12789, 8.87673, -1.43756
1522654653.534987000, 2, 3.63196, 8.9859, -1.35305
1522654653.534987000, 1, -1.3939, 9.31891, -1.37796
1522654653.635072000, 1, -6.83858, 9.32779, -1.24796
1522654653.635072000, 2, 5.36912, 9.21317, -1.42188
1522654653.735401000, 1, -0.494025, 8.85771, -1.43102
1522654653.735401000, 2, -7.46457, 9.53765, -1.23475
1522654653.735401000, 1, -2.9855, 9.29308, -1.3313
1522654653.835237000, 2, 1.41123, 9.06514, -1.35272
1522654653.835237000, 1, -0.964857, 8.78375, -1.45203
1522654653.835237000, 1, 3.64842, 9.37584, -1.39209
1522654653.835237000, 2, -8.08004, 9.51376, -1.24883
1522654653.835237000, 1, -3.45269, 9.24503, -1.35685
1522654653.835237000, 1, 14.1477, 8.12215, -1.66409
1522654653.835237000, 2, 11.7615, 8.01254, -1.78014
1522654653.935319000, 2, 0.798164, 9.09132, -1.33995
1522654653.935319000, 1, -1.51531, 8.78998, -1.42775
1522654653.935319000, 1, 3.04832, 9.44252, -1.35023
1522654653.935319000, 2, -8.57361, 9.45367, -1.24706
1522654653.935319000, 1, -3.89196, 9.14669, -1.35205
1522654653.935319000, 2, -5.95094, 9.02056, -1.37569
