1529728447.043120000, 0, -3.1382, 8.92437, -2.45708
1529728447.043120000, 1, -3.85596, 9.56061, -2.19752
1529728447.043120000, 2, -5.30806, 9.40438, -2.04142
1529728447.043120000, 3, 2.08286, 11.6737, -2.82667
1529728447.043120000, 4, -4.78322, 11.5101, -2.28987
1529728447.043120000, 5, -5.34069, 12.4534, -2.42825
1529728447.043120000, 6, -5.97577, 13.5933, -2.46064
1529728447.143199000, 0, -3.30709, 8.80828, -2.42614
1529728447.143199000, 1, -3.94023, 9.37059, -2.09736
1529728447.143199000, 2, -5.51406, 9.21047, -1.85755
1529728447.143199000, 3, 2.11487, 11.4731, -2.82667
1529728447.143199000, 4, -4.50407, 11.3543, -2.26463
1529728447.143199000, 6, -5.65178, 13.5045, -2.46064
1529728447.243304000, 0, -3.47719, 8.59596, -2.40861
1529728447.243304000, 1, -4.10689, 9.2297, -2.0733
1529728447.243304000, 2, -5.67074, 9.13029, -1.88234
1529728447.243304000, 3, 2.16448, 11.4011, -2.86924
1529728447.243304000, 4, -4.38307, 11.3208, -2.32332
1529728447.243304000, 6, -5.4593, 13.3374, -2.46064
1529728447.343367000, 0, -3.54605, 8.54043, -2.4056
1529728447.343367000, 1, -4.22743, 9.1469, -2.0733
1529728447.343367000, 2, -5.75896, 9.0329, -1.88234
1529728447.343367000, 3, 2.17425, 11.2712, -2.86925
1529728447.343367000, 4, -4.27485, 11.2688, -2.32332
1529728447.343367000, 5, -4.72837, 12.1656, -2.34681
1529728447.343367000, 6, -5.11353, 13.2491, -2.50511
1529728447.443531000, 0, -3.66098, 8.5766, -2.33765
1529728447.443531000, 1, -4.30112, 9.09865, -2.0883
1529728447.443531000, 2, -5.81341, 8.99797, -1.90692
1529728447.443531000, 3, 2.22039, 11.2442, -2.86925
1529728447.443531000, 4, -4.11766, 11.1657, -2.32332
1529728447.443531000, 5, -4.63111, 12.0923, -2.34681
1529728447.443531000, 6, -5.10398, 13.1794, -2.50511
1529728447.543550000, 0, -3.86711, 8.34088, -2.30279
1529728447.543550000, 1, -4.37393, 9.04243, -2.0883
1529728447.543550000, 2, -5.93596, 8.93495, -1.87437
1529728447.543550000, 3, 2.24375, 11.1551, -2.86925
1529728447.543550000, 4, -3.99366, 11.0573, -2.226
1529728447.543550000, 5, -4.39707, 11.998, -2.34681
1529728447.543550000, 6, -4.99285, 13.1003, -2.50511
1529728447.643638000, 0, -4.02735, 8.29648, -2.30279
1529728447.643638000, 1, -4.42684, 8.99325, -2.0883
1529728447.643638000, 2, -6.00345, 8.85721, -1.87437
1529728447.643638000, 3, 2.2391, 11.0868, -2.85093
1529728447.643638000, 4, -3.83342, 11.0101, -2.27647
1529728447.643638000, 5, -4.23974, 11.9034, -2.34681
1529728447.643638000, 6, -5.12502, 13.1112, -2.42604
1529728447.743700000, 0, -4.16458, 8.18105, -2.2651
1529728447.743700000, 1, -4.5347, 8.86308, -2.0883
1529728447.743700000, 2, -6.1582, 8.8533, -1.87437
