1529728447.743700000, 3, 2.29699, 10.916, -2.85093
1529728447.743700000, 4, -3.76911, 10.9273, -2.27647
1529728447.743700000, 5, -4.21932, 11.9024, -2.34681
1529728447.743700000, 6, -4.93387, 12.9929, -2.42604
1529728447.843874000, 0, -4.25074, 8.11613, -2.2651
1529728447.843874000, 1, -4.57201, 8.7312, -2.04733
1529728447.843874000, 2, -6.22268, 8.75315, -1.87437
1529728447.843874000, 3, 2.29699, 10.916, -2.85093
1529728447.843874000, 4, -3.56581, 10.7839, -2.2876
1529728447.843874000, 5, -4.13687, 11.7816, -2.34681
1529728447.843874000, 6, -4.91266, 13.0118, -2.42604
1529728447.943856000, 0, -4.44329, 7.96028, -2.21198
1529728447.943856000, 1, -4.76463, 8.63111, -2.04733
1529728447.943856000, 2, -6.30237, 8.65656, -1.87437
1529728447.943856000, 3, 2.29549, 10.7451, -2.7222
1529728447.943856000, 4, -3.50181, 10.7278, -2.2876
1529728447.943856000, 5, -3.94394, 11.7382, -2.34681
1529728447.943856000, 6, -4.79744, 12.944, -2.42604
1529728448.043978000, 0, -4.63297, 7.76226, -2.21198
1529728448.043978000, 1, -4.86808, 8.52408, -2.04733
1529728448.043978000, 2, -6.49031, 8.48977, -1.87437
1529728448.043978000, 3, 2.38581, 10.7132, -2.75374
1529728448.043978000, 4, -3.30395, 10.6967, -2.2876
1529728448.043978000, 5, -3.67279, 11.5877, -2.3468
1529728448.043978000, 6, -4.57018, 12.787, -2.43474
1529728448.144046000, 0, -4.88155, 7.73117, -2.15666
1529728448.144046000, 1, -5.02641, 8.31345, -1.9801
1529728448.144046000, 2, -6.57744, 8.35447, -1.87437
1529728448.144046000, 3, 2.41776, 10.6107, -2.75374
1529728448.144046000, 4, -3.10744, 10.5702, -2.2876
1529728448.144046000, 5, -3.56108, 11.3921, -2.3468
1529728448.144046000, 6, -4.47215, 12.6634, -2.43474
1529728448.244149000, 0, -5.0525, 7.60872, -2.15666
1529728448.244149000, 1, -5.05195, 8.30468, -1.9801
1529728448.244149000, 2, -6.66189, 8.28924, -1.87437
1529728448.244149000, 3, 2.40865, 10.4505, -2.75374
1529728448.244149000, 4, -3.00848, 10.4861, -2.2876
1529728448.244149000, 5, -3.41699, 11.3671, -2.3468
1529728448.244149000, 6, -4.38212, 12.5771, -2.43474
1529728448.344230000, 0, -5.14151, 7.53433, -2.15666
1529728448.344230000, 1, -5.18352, 8.23184, -1.9801
1529728448.344230000, 2, -6.75395, 8.24069, -1.85333
1529728448.344230000, 3, 2.47849, 10.3942, -2.72296
1529728448.344230000, 4, -2.88609, 10.4251, -2.28746
1529728448.344230000, 5, -3.30203, 11.2696, -2.3468
1529728448.344230000, 6, -4.31142, 12.5178, -2.43474
1529728448.444285000, 0, -5.35078, 7.45785, -2.15666
1529728448.444285000, 1, -5.26549, 8.14936, -1.9801
1529728448.444285000, 2, -6.80187, 8.14792, -1.85333
1529728448.444285000, 3, 2.50271, 10.2754, -2.6954
1529728448.444285000, 4, -2.78563, 10.3612, -2.31178
1529728448.444285000, 5, -3.24813, 11.1209, -2.3468
1529728448.444285000, 6, -4.15273, 12.4049, -2.43474
1529728448.544397000, 0, -5.45098, 7.30449, -2.12161
1529728448.544397000, 1, -5.28262, 7.96738, -1.9801
1529728448.544397000, 2, -6.94369, 8.00668, -1.85333
1529728448.544397000, 3, 2.5443, 10.1832, -2.6954
1529728448.544397000, 4, -2.63849, 10.2846, -2.31178
1529728448.544397000, 5, -3.0628, 11.0768, -2.3468
1529728448.544397000, 6, -4.00279, 12.397, -2.43474
1529728448.644458000, 0, -5.59014, 7.16052, -1.96033
1529728448.644458000, 1, -5.36955, 7.85475, -1.85839
1529728448.644458000, 2, -7.00091, 7.86515, -1.8052
1529728448.644458000, 3, 2.53957, 10.133, -2.59953
1529728448.644458000, 4, -2.49203, 10.1999, -2.26871
1529728448.644458000, 5, -2.96535, 11.0027, -2.32899
1529728448.644458000, 6, -3.88901, 12.2083, -2.33478
1529728448.744559000, 0, -5.79726, 7.12751, -1.96033
1529728448.744559000, 1, -5.45543, 7.70578, -1.85839
1529728448.744559000, 2, -7.00617, 7.82153, -1.8052
1529728448.744559000, 3, 2.58705, 10.0715, -2.59953
1529728448.744559000, 4, -2.36013, 10.0785, -2.26871
1529728448.744559000, 5, -2.81592, 10.9181, -2.32899
1529728448.744559000, 6, -3.84917, 12.1532, -2.33478
1529728448.844633000, 0, -5.88372, 7.00408, -1.97919
1529728448.844633000, 1, -5.48242, 7.61589, -1.85839
1529728448.844633000, 2, -7.1017, 7.66727, -1.8052
1529728448.844633000, 3, 2.67252, 10.0003, -2.59953
1529728448.844633000, 4, -2.22938, 10.0304, -2.26871
1529728448.844633000, 5, -2.75726, 10.8145, -2.32899
1529728448.844633000, 6, -3.84917, 12.1532, -2.33478
1529728448.944750000, 0, -6.08658, 6.91742, -1.97919
1529728448.944750000, 1, -5.62656, 7.43562, -1.85839
1529728448.944750000, 2, -7.22079, 7.44407, -1.81391
1529728448.944750000, 3, 2.66922, 9.87644, -2.56502
1529728448.944750000, 4, -2.03782, 9.8557, -2.26871
1529728448.944750000, 5, -2.56089, 10.624, -2.32899
1529728448.944750000, 6, -3.53069, 11.8463, -2.33478
1529728449.044874000, 0, -6.22784, 6.64916, -1.97919
1529728449.044874000, 1, -5.67216, 7.20321, -1.85839
1529728449.044874000, 2, -7.32213, 7.13091, -1.68643
1529728449.044874000, 3, 2.76899, 9.73528, -2.58573
1529728449.044874000, 4, -1.80929, 9.59853, -2.26871
1529728449.044874000, 5, -2.32719, 10.3335, -2.32899
1529728449.044874000, 6, -3.29734, 11.6279, -2.34743
1529728449.144910000, 0, -6.29701, 6.4919, -1.98897
1529728449.144910000, 1, -5.77882, 7.12414, -1.85839
1529728449.144910000, 2, -7.35951, 7.10128, -1.68643
1529728449.144910000, 3, 2.81043, 9.58707, -2.5084
1529728449.144910000, 4, -1.66611, 9.53552, -2.26871
1529728449.144910000, 5, -2.22235, 10.317, -2.32899
1529728449.144910000, 6, -3.11895, 11.5671, -2.34743
1529728449.244976000, 0, -6.36259, 6.34322, -1.96853
1529728449.244976000, 1, -5.81628, 6.95138, -1.85839
1529728449.244976000, 2, -7.40655, 6.87252, -1.68643
1529728449.244976000, 3, 2.89797, 9.47086, -2.5084
1529728449.244976000, 4, -1.56009, 9.43704, -2.26871
1529728449.244976000, 5, -2.0886, 10.1121, -2.32899
1529728449.244976000, 6, -3.08179, 11.4235, -2.34743
1529728449.345083000, 0, -6.4607, 6.15582, -1.96853
1529728449.345083000, 1, -5.83499, 6.76563, -1.7698
1529728449.345083000, 2, -7.49263, 6.69444, -1.68643
1529728449.345083000, 3, 2.92444, 9.31888, -2.50362
1529728449.345083000, 4, -1.34529, 9.26444, -2.26871
1529728449.345083000, 5, -1.88091, 9.96255, -2.32899
1529728449.345083000, 6, -2.8247, 11.2881, -2.34744
1529728449.445158000, 0, -6.52047, 5.99524, -1.96853
1529728449.445158000, 1, -5.87008, 6.58227, -1.7698
1529728449.445158000, 2, -7.55609, 6.53915, -1.68643
1529728449.445158000, 3, 3.01098, 9.24138, -2.4791
1529728449.445158000, 4, -1.27363, 9.14046, -2.26871
1529728449.445158000, 5, -1.83129, 9.86203, -2.32899
1529728449.445158000, 6, -2.66289, 11.0824, -2.34743
1529728449.545246000, 0, -6.60134, 5.8314, -1.89056
1529728449.545246000, 1, -5.89271, 6.41758, -1.7698
1529728449.545246000, 2, -7.54651, 6.35597, -1.68642
1529728449.545246000, 3, 3.03992, 9.0809, -2.4791
1529728449.545246000, 4, -1.1241, 8.94064, -2.26871
1529728449.545246000, 5, -1.66898, 9.72708, -2.32899
1529728449.545246000, 6, -2.67473, 10.9572, -2.34172
1529728449.645322000, 0, -6.63139, 5.62153, -1.86234
1529728449.645322000, 1, -5.89195, 6.23027, -1.7698
1529728449.645322000, 2, -7.55918, 6.23604, -1.68052
1529728449.645322000, 3, 3.06685, 8.93011, -2.4791
1529728449.645322000, 4, -0.983805, 8.84902, -2.26871
1529728449.645322000, 5, -1.50951, 9.59825, -2.29169
1529728449.645322000, 6, -2.44857, 10.8031, -2.34172
1529728449.745426000, 0, -6.80097, 5.34311, -1.82161
1529728449.745426000, 1, -5.97551, 5.9155, -1.64776
1529728449.745426000, 2, -7.60217, 5.94915, -1.68051
1529728449.745426000, 3, 3.16275, 8.78297, -2.4791
1529728449.745426000, 4, -0.82331, 8.62291, -2.2537
1529728449.745426000, 5, -1.39064, 9.42626, -2.23422
1529728449.745426000, 6, -2.18947, 10.679, -2.34171
1529728449.845513000, 0, -6.78025, 4.98149, -1.79541
1529728449.845513000, 1, -5.98092, 5.63676, -1.64776
1529728449.845513000, 2, -7.66309, 5.60476, -1.68051
1529728449.845513000, 3, 3.22378, 8.65269, -2.45235
1529728449.845513000, 4, -0.474171, 8.39257, -2.2537
1529728449.845513000, 5, -1.1241, 9.14794, -2.23422
1529728449.845513000, 6, -1.95946, 10.2827, -2.34171
1529728449.945597000, 0, -6.84057, 4.75091, -1.79541
1529728449.945597000, 1, -6.00797, 5.4545, -1.64776
1529728449.945597000, 2, -7.58753, 5.44259, -1.62542
1529728449.945597000, 3, 3.36915, 8.45058, -2.42576
1529728449.945597000, 4, -0.301518, 8.19644, -2.23154
1529728449.945597000, 5, -0.824804, 8.95144, -2.14756
1529728449.945597000, 6, -1.73363, 10.0615, -2.34171
1529728450.045692000, 0, -6.7624, 4.51628, -1.86621
1529728450.045692000, 1, -5.96964, 5.20358, -1.66169
1529728450.045692000, 2, -7.62545, 5.26623, -1.59944
1529728450.045692000, 3, 3.5111, 8.15588, -2.04274
1529728450.045692000, 4, -0.175435, 7.99143, -2.1256
1529728450.045692000, 5, -0.685252, 8.71686, -2.07487
1529728450.045692000, 6, -1.59121, 9.81453, -2.16894
1529728450.145778000, 0, -6.89482, 4.26906, -1.84961
1529728450.145778000, 1, -5.89022, 4.97583, -1.63458
1529728450.145778000, 2, -7.65297, 4.97942, -1.55855
1529728450.145778000, 3, 3.58689, 7.98373, -2.04274
1529728450.145778000, 4, -0.00386167, 7.75229, -2.11767
1529728450.145778000, 5, -0.500575, 8.56015, -2.07487
1529728450.145778000, 6, -1.48009, 9.6449, -2.16894
1529728450.245871000, 0, -6.94138, 4.04199, -1.76909
1529728450.245871000, 1, -6.01737, 4.83567, -1.63458
1529728450.245871000, 2, -7.57909, 4.68845, -1.53344
1529728450.245871000, 3, 3.65789, 7.73641, -2.04274
1529728450.245871000, 4, 0.191598, 7.6057, -2.07417
1529728450.245871000, 5, -0.357114, 8.38421, -2.07487
1529728450.245871000, 6, -1.21726, 9.35701, -2.16894
1529728450.345931000, 0, -6.85989, 3.68229, -1.69218
1529728450.345931000, 1, -5.94693, 4.54667, -1.63458
1529728450.345931000, 2, -7.4934, 4.47445, -1.53344
1529728450.345931000, 3, 3.78378, 7.62057, -2.04274
1529728450.345931000, 4, 0.420761, 7.37342, -2.07417
1529728450.345931000, 5, -0.176689, 8.15974, -2.07487
1529728450.345931000, 6, -0.944328, 9.09261, -2.16894
1529728450.446035000, 0, -6.92256, 3.51753, -1.69217
1529728450.446035000, 1, -5.96986, 4.38069, -1.5984
1529728450.446035000, 2, -7.58462, 4.2094, -1.53344
1529728450.446035000, 3, 3.87546, 7.41135, -2.04274
1529728450.446035000, 4, 0.61923, 7.20807, -2.07416
1529728450.446035000, 5, 0.0602364, 7.97403, -2.05112
1529728450.446035000, 6, -0.813452, 8.90187, -2.16894
1529728450.546136000, 0, -6.9698, 3.25736, -1.69217
1529728450.546136000, 1, -5.91837, 4.08459, -1.5984
1529728450.546136000, 2, -7.55193, 3.92418, -1.53344
1529728450.546136000, 3, 4.01231, 7.22317, -2.04274
1529728450.546136000, 4, 0.820577, 7.09064, -2.05461
1529728450.546136000, 5, 0.224622, 7.75068, -2.05112
1529728450.546136000, 6, -0.649063, 8.66316, -2.16894
1529728450.646258000, 0, -6.94342, 2.89103, -1.69217
1529728450.646258000, 1, -5.75726, 3.63492, -1.5492
1529728450.646258000, 2, -7.41935, 3.46822, -1.53344
1529728450.646258000, 3, 4.09774, 6.93724, -1.96163
1529728450.646258000, 4, 0.943538, 6.8107, -1.99718
1529728450.646258000, 5, 0.449534, 7.54274, -1.95936
1529728450.646258000, 6, -0.438401, 8.42811, -2.13279
1529728450.746289000, 0, -6.87767, 2.44935, -1.69217
1529728450.746289000, 1, -5.8224, 3.28184, -1.5492
1529728450.746289000, 2, -7.40563, 3.08611, -1.53344
1529728450.746289000, 3, 4.21977, 6.73307, -1.96162
1529728450.746289000, 4, 1.24635, 6.41051, -1.98326
1529728450.746289000, 5, 0.746655, 7.16994, -1.95936
1529728450.746289000, 6, -0.150231, 8.0272, -2.13279
1529728450.846350000, 0, -6.83445, 2.149, -1.69217
1529728450.846350000, 1, -5.74594, 3.0394, -1.5492
1529728450.846350000, 2, -7.42077, 2.82613, -1.53343
1529728450.846350000, 3, 4.39951, 6.30739, -1.84252
1529728450.846350000, 4, 1.66466, 6.19399, -1.92942
1529728450.846350000, 5, 1.04567, 6.8155, -1.92083
1529728450.846350000, 6, 0.0824196, 7.68271, -2.13279
1529728450.946439000, 0, -6.84039, 1.84807, -1.72138
1529728450.946439000, 1, -5.65987, 2.74395, -1.53827
1529728450.946439000, 2, -7.372, 2.52767, -1.53343
1529728450.946439000, 3, 4.57866, 6.0148, -1.81457
1529728450.946439000, 4, 1.80299, 5.92285, -1.82091
1529728450.946439000, 5, 1.23222, 6.4883, -1.79562
1529728450.946439000, 6, 0.244192, 7.40952, -2.00735
